customerID,predicted_churn_probability,predicted_churn_label,monthly_charges,revenue_at_risk_monthly,revenue_at_risk_annual,risk_band,top_features,top_shap_values
2919-HBCJO,0.8000621178782445,1,76.65,61.32476133536745,735.8971360244094,High,InternetService_Fiber optic;tenure;TotalCharges,0.2264;0.1850;0.0935
9508-ILZDG,0.7010368685057672,1,96.35,67.54490228053066,810.538827366368,High,InternetService_Fiber optic;PaymentMethod_Electronic check;MultipleLines,0.3190;0.1261;0.0964
5442-BHQNG,0.8285526523496123,1,70.35,58.28867909279521,699.4641491135426,High,tenure;InternetService_Fiber optic;TotalCharges,0.2204;0.1650;0.1511
7250-EQKIY,0.7301221409031464,1,50.45,36.83466200856374,442.0159441027649,High,tenure;TotalCharges;MonthlyCharges,0.3265;0.1938;0.0785
6838-HVLXG,0.24544202858743805,0,20.3,4.982473180324993,59.789678163899914,Low,InternetService_No;MonthlyCharges;tenure,-0.1399;-0.1045;0.0956
9767-FFLEM,0.5599755738868692,1,69.5,38.918302385137416,467.01962862164896,Medium,InternetService_Fiber optic;MonthlyCharges;tenure,0.2476;-0.0304;-0.0148
2245-ADZFJ,0.0798467963848523,0,80.55,6.431659448799852,77.17991338559823,Low,Contract_Two year;PaperlessBilling;MonthlyCharges,-0.1820;-0.0256;0.0236
1150-WFARN,0.24355306282992129,0,108.75,26.48639558275394,317.83674699304726,Low,gender_Male;InternetService_Fiber optic;tenure,-0.1345;0.1252;-0.1091
9054-FOWNV,0.7651922236974896,1,88.75,67.9108098531522,814.9297182378264,High,InternetService_Fiber optic;PaymentMethod_Electronic check;MonthlyCharges,0.3279;0.1908;0.0829
7997-EASSD,0.12773040838985275,0,81.2,10.371709161256044,124.46050993507254,Low,tenure;Contract_One year;tenure_group_48+,-0.1156;-0.1044;-0.0885
7560-QJAVJ,0.04214535704612909,0,79.6,3.354770420871875,40.2572450504625,Low,Contract_Two year;StreamingMovies;tenure,-0.1201;-0.0448;-0.0401
2668-TZSPS,0.47131854679720575,0,20.45,9.638464282002857,115.66157138403429,Medium,tenure;TotalCharges;InternetService_No,0.1942;0.1412;-0.0913
9139-WQQDY,0.3912749203727467,0,100.45,39.303565751442406,471.64278901730887,Low,PaperlessBilling;StreamingMovies;MonthlyCharges,-0.1023;0.0954;0.0919
6726-NNFWD,0.12054629098176237,0,89.45,10.782865728318646,129.39438873982374,Low,Contract_Two year;tenure;tenure_group_48+,-0.1476;-0.1307;-0.0849
9330-DHBFL,0.14719691647660413,0,66.25,9.751795716575023,117.02154859890027,Low,Contract_One year;OnlineSecurity;TechSupport,-0.0850;-0.0728;-0.0466
5727-MYATE,0.003318337407226675,0,90.8,0.3013050365761821,3.615660438914185,Low,Contract_Two year;tenure;TotalCharges,-0.2039;-0.0951;-0.0516
2824-DXNKN,0.05570723169179576,0,71.45,3.9802817043788075,47.76338045254569,Low,Contract_Two year;tenure;Dependents,-0.0834;-0.0833;-0.0286
6166-ILMNY,0.8114059797978893,1,69.75,56.59556709090278,679.1468050908334,High,tenure;InternetService_Fiber optic;TotalCharges,0.2489;0.2165;0.2036
5236-XMZJY,0.2692103979638385,0,59.65,16.058400238542966,192.7008028625156,Low,OnlineSecurity;OnlineBackup;DeviceProtection,-0.0408;0.0348;0.0212
1709-EJDOX,0.02098036411739784,0,19.75,0.41436219131860735,4.9723462958232885,Low,Contract_Two year;InternetService_No;MonthlyCharges,-0.1200;-0.0982;-0.0487
4962-CHQPW,0.013822280193702532,0,19.85,0.2743722618449953,3.2924671421399436,Low,InternetService_No;MonthlyCharges;Contract_One year,-0.1571;-0.1528;-0.0558
0301-FIDRB,0.010252820997137342,0,63.8,0.6541299796173624,7.8495597554083485,Low,Contract_Two year;tenure;TotalCharges,-0.1102;-0.0686;-0.0422
1820-TQVEV,0.9433655538557634,1,69.55,65.61107427066834,787.3328912480201,High,InternetService_Fiber optic;tenure;TotalCharges,0.2690;0.2500;0.1860
9115-YQHGA,0.28470127093010533,0,51.1,14.548234944528383,174.5788193343406,Low,TechSupport;TotalCharges;PaymentMethod_Electronic check,-0.1097;0.0324;0.0308
1541-ETJZO,0.600752293614669,1,62.05,37.27667981879021,447.3201578254825,Medium,tenure;TotalCharges;TechSupport,0.2351;0.1713;-0.0602
6230-BSUXY,0.9245468346978535,1,85.0,78.58648094931755,943.0377713918106,High,tenure;InternetService_Fiber optic;TotalCharges,0.2699;0.1672;0.1054
6797-LNAQX,0.10732973237907989,0,98.3,10.550512692863553,126.60615231436263,Low,Contract_Two year;tenure;TotalCharges,-0.2161;-0.1576;-0.0764
9588-YRFHY,0.06660663995295556,0,19.9,1.3254721350638154,15.905665620765784,Low,Contract_Two year;MonthlyCharges;InternetService_No,-0.1082;-0.0707;-0.0570
1092-GANHU,0.7065480992187199,1,76.65,54.15691180511488,649.8829416613786,High,InternetService_Fiber optic;PaymentMethod_Electronic check;tenure,0.2647;0.1333;0.0887
5951-AOFIH,0.31786536995056325,0,66.4,21.106260564717402,253.27512677660883,Low,TotalCharges;OnlineBackup;MonthlyCharges,0.0196;0.0111;-0.0039
7029-RPUAV,0.7456067125318719,1,100.45,74.89619427382654,898.7543312859184,High,InternetService_Fiber optic;MonthlyCharges;StreamingMovies,0.3000;0.1279;0.0968
4700-UBQMV,0.2649042081095928,0,75.9,20.106229395518096,241.27475274621713,Low,tenure;OnlineSecurity;StreamingMovies,0.1090;-0.0938;0.0173
3594-UVONA,0.1999431430318389,0,85.95,17.185113143586555,206.22135772303866,Low,MultipleLines;MonthlyCharges;StreamingMovies,-0.0452;0.0438;0.0406
7750-EYXWZ,0.22447126834054631,0,60.65,13.614182424854134,163.3701890982496,Low,Contract_One year;PaperlessBilling;OnlineBackup,-0.1007;-0.0850;-0.0647
7054-ENNGU,0.37657858616359396,0,50.85,19.149021106418754,229.78825327702504,Low,OnlineBackup;tenure;Partner,-0.0413;0.0330;-0.0284
0402-OAMEN,0.0026405429997906414,0,24.45,0.06456127634488118,0.7747353161385742,Low,Contract_Two year;InternetService_No;tenure,-0.1589;-0.0637;-0.0432
2195-VVRJF,0.4464472587580839,0,59.1,26.38503299260276,316.6203959112331,Medium,SeniorCitizen;OnlineSecurity;TotalCharges,0.0863;-0.0782;0.0661
8819-ZBYNA,0.36577563689483966,0,109.1,39.906121985227,478.87346382272403,Low,InternetService_Fiber optic;MonthlyCharges;tenure_group_48+,0.2046;0.2010;0.0793
7748-UMTRK,0.7347407376609496,1,101.3,74.4292367250542,893.1508407006504,High,InternetService_Fiber optic;MonthlyCharges;PaymentMethod_Electronic check,0.3099;0.1066;0.0867
1741-WTPON,0.2986195541126434,0,115.85,34.59507534394974,415.1409041273969,Low,InternetService_Fiber optic;tenure_group_48+;MonthlyCharges,0.1469;0.0830;0.0769
7209-JCUDS,0.8483964594406801,1,94.9,80.51282400092055,966.1538880110465,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.3062;0.1586;0.1236
2485-ITVKB,0.8177520666355691,1,35.1,28.703097538908477,344.4371704669017,High,tenure;TotalCharges;MonthlyCharges,0.2655;0.2226;0.0947
9648-BCHKM,0.1403519175860092,0,24.65,3.459674768495127,41.51609722194152,Low,tenure;MultipleLines;gender_Male,-0.0555;0.0525;0.0375
0743-HRVFF,0.23680652158320611,0,56.15,13.296686186897025,159.5602342427643,Low,gender_Male;PaymentMethod_Electronic check;tenure,-0.0740;0.0703;-0.0580
2522-AHJXR,0.3274260194858963,0,109.45,35.83677783273135,430.04133399277623,Low,tenure;InternetService_Fiber optic;tenure_group_48+,-0.1323;0.1222;-0.1137
9143-CANJF,0.3578118946383284,0,55.15,19.73332598930381,236.79991187164575,Low,PaymentMethod_Electronic check;Partner;TechSupport,0.1500;0.0640;-0.0518
1444-VVSGW,0.37612848547137795,0,115.65,43.49925934476486,521.9911121371783,Low,StreamingMovies;MonthlyCharges;InternetService_Fiber optic,0.0965;0.0881;0.0700
6898-MDLZW,0.4323476219410466,0,53.75,23.238684679331254,278.86421615197503,Medium,tenure;TotalCharges;MonthlyCharges,0.0858;0.0312;0.0304
0074-HDKDG,0.2010135457060391,0,61.6,12.382434415492009,148.5892129859041,Low,Contract_One year;OnlineBackup;DeviceProtection,-0.0923;0.0562;0.0474
3982-JGSFD,0.018129499057983056,0,20.35,0.3689353058299552,4.427223669959463,Low,MonthlyCharges;InternetService_No;Contract_One year,-0.2039;-0.1892;-0.0717
7928-VJYAB,0.738699495793157,1,90.6,66.92617431886002,803.1140918263202,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.2868;0.1057;0.0869
1522-VVDMG,0.8311258389015589,1,89.75,74.59354404141492,895.1225284969789,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.4032;0.1846;0.0675
2665-NPTGL,0.7879847633594786,1,98.1,77.30130528556485,927.6156634267782,High,InternetService_Fiber optic;MonthlyCharges;StreamingMovies,0.4087;0.1186;0.0980
8728-SKJLR,0.6178533419848151,1,74.25,45.87561064237252,550.5073277084703,Medium,InternetService_Fiber optic;PaymentMethod_Electronic check;TechSupport,0.3058;0.1744;-0.0590
7733-UDMTP,0.5070924993960678,1,55.0,27.89008746678373,334.68104960140477,Medium,PaymentMethod_Electronic check;MonthlyCharges;StreamingMovies,0.1835;0.0856;0.0642
0431-APWVY,0.4213271388291885,0,90.1,37.96157520850988,455.5389025021185,Medium,Contract_One year;InternetService_Fiber optic;StreamingMovies,-0.2387;0.0993;0.0895
5081-NWSUP,0.26710606177719454,0,64.9,17.335183409339926,208.02220091207911,Low,Contract_One year;PaperlessBilling;TechSupport,-0.1006;-0.0869;-0.0395
2746-DIJLO,0.20745779822207086,0,56.3,11.679874039902591,140.1584884788311,Low,Contract_One year;MultipleLines;gender_Male,-0.0954;-0.0605;-0.0354
7277-OZCGZ,0.6607842992776155,1,89.05,58.842841850671654,706.1141022080599,Medium,InternetService_Fiber optic;PaymentMethod_Electronic check;tenure,0.2137;0.1224;0.1133
5236-PERKL,0.36551611573415177,0,112.95,41.28504527217245,495.42054326606933,Low,MonthlyCharges;InternetService_Fiber optic;OnlineBackup,0.1671;0.1640;-0.0498
2788-CJQAQ,0.03789447143108979,0,19.45,0.7370474693346963,8.844569632016356,Low,InternetService_No;MonthlyCharges;Contract_One year,-0.2551;-0.2087;-0.1515
3096-WPXBT,0.336924470849017,0,100.7,33.92829421449601,407.13953057395213,Low,StreamingMovies;tenure_group_48+;tenure,0.1080;-0.0934;-0.0819
9962-BFPDU,0.6958464646991233,1,20.05,13.951721617217421,167.42065940660905,Medium,tenure;TotalCharges;Partner,0.3790;0.2670;0.1243
2892-GESUL,0.022365414993244338,0,19.35,0.43277078011927794,5.193249361431335,Low,Contract_Two year;InternetService_No;MonthlyCharges,-0.1242;-0.0930;-0.0422
9741-YLNTD,0.8438552731470312,1,87.95,74.2170712732814,890.6048552793768,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.3255;0.2723;0.1211
1205-WNWPJ,0.45828105516366674,0,59.5,27.26772278223817,327.21267338685806,Medium,MonthlyCharges;tenure;gender_Male,-0.1157;0.1143;0.0465
3173-NVMPX,0.33523042894179045,0,55.3,18.538242720481012,222.45891264577216,Low,OnlineBackup;Partner;MonthlyCharges,-0.0585;-0.0583;-0.0334
9661-MHUMO,0.6507622573751306,1,49.25,32.050041175725184,384.6004941087022,Medium,tenure;TotalCharges;TechSupport,0.2325;0.1832;-0.1736
6000-APYLU,0.8331989252421743,1,80.8,67.32247315956768,807.8696779148122,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.2526;0.1583;0.0707
0048-PIHNL,0.10328058271676531,0,20.45,2.1120879165578503,25.345054998694202,Low,InternetService_No;MonthlyCharges;Contract_One year,-0.1255;-0.1221;-0.0525
9420-LOJKX,0.7982318837033034,1,99.1,79.10477967499736,949.2573560999683,High,InternetService_Fiber optic;MonthlyCharges;tenure,0.3417;0.1783;0.1156
7061-OVMIM,0.07239140559067941,0,19.55,1.4152519792977827,16.98302375157339,Low,InternetService_No;Contract_One year;PaperlessBilling,-0.1484;-0.1263;-0.0702
5671-RQRLP,0.16140025011630704,0,75.65,12.209928921298628,146.51914705558355,Low,Contract_Two year;tenure;tenure_group_48+,-0.2069;-0.1109;-0.0670
5129-JLPIS,0.6517512772255297,1,105.5,68.75975974729339,825.1171169675206,Medium,InternetService_Fiber optic;MonthlyCharges;PaymentMethod_Electronic check,0.3122;0.1413;0.0581
5170-PTRKA,0.10811114850218244,0,35.8,3.8703791163781305,46.44454939653757,Low,OnlineSecurity;Contract_One year;TechSupport,-0.0737;-0.0336;-0.0183
4819-HJPIW,0.322551456573335,0,25.15,8.112169132819375,97.3460295938325,Low,PaperlessBilling;MonthlyCharges;tenure,-0.0311;-0.0255;-0.0136
8780-RSYYU,0.1112227625425835,0,19.2,2.135477040817603,25.625724489811233,Low,InternetService_No;MonthlyCharges;TotalCharges,-0.2292;-0.1537;-0.0899
2335-GSODA,0.06899697769171924,0,40.1,2.766778805437942,33.2013456652553,Low,Contract_Two year;OnlineSecurity;TechSupport,-0.2226;-0.0381;-0.0369
5696-CEIQJ,0.12494349845527086,0,103.15,12.88792186566119,154.65506238793427,Low,Contract_Two year;tenure;InternetService_Fiber optic,-0.1896;-0.1355;0.0674
6169-PPETC,0.0025080699282530794,0,20.5,0.05141543352918813,0.6169852023502576,Low,InternetService_No;Contract_Two year;MonthlyCharges,-0.0962;-0.0630;-0.0515
4237-RLAQD,0.7727018918051418,1,45.85,35.42838173926575,425.14058087118906,High,tenure;TotalCharges;MonthlyCharges,0.2969;0.2408;0.1245
7359-WWYJV,0.016505724796503907,0,114.45,1.8890802029598721,22.668962435518466,Low,Contract_Two year;tenure;TotalCharges,-0.3065;-0.2075;-0.1771
8620-RJPZN,0.5652455737878601,1,20.7,11.700583377408703,140.40700052890443,Medium,tenure;TotalCharges;InternetService_No,0.3009;0.2367;-0.0931
7426-WEIJX,0.3697549677470649,0,80.95,29.931664639124904,359.17997566949884,Low,tenure;InternetService_Fiber optic;tenure_group_48+,-0.2046;0.1150;-0.1113
7629-WIXZF,0.4620812038380881,0,59.1,27.308999146831002,327.70798976197204,Medium,tenure;TotalCharges;Contract_One year,0.1477;0.1134;-0.1047
2616-FLVQC,0.04538661201585843,0,19.55,0.8873082649100322,10.647699178920387,Low,Contract_Two year;tenure;InternetService_No,-0.1328;-0.0423;-0.0402
9163-GHAYE,0.43225148765807797,0,48.85,21.11548517209711,253.3858220651653,Medium,OnlineBackup;tenure;PaymentMethod_Electronic check,-0.1508;0.0801;0.0774
4464-JCOLN,0.08931563773155124,0,19.85,1.7729154089712924,21.274984907655508,Low,InternetService_No;MonthlyCharges;PaperlessBilling,-0.2860;-0.1961;-0.1690
2971-SGAFL,0.5087349579385156,1,78.75,40.06287793765811,480.7545352518973,Medium,tenure;TotalCharges;StreamingMovies,0.1391;0.0363;0.0345
4735-ASGMA,0.8162707246310668,1,98.35,80.28022576746541,963.3627092095849,High,InternetService_Fiber optic;MonthlyCharges;MultipleLines,0.3687;0.1543;0.0833
5245-VDBUR,0.09271634965538694,0,35.45,3.2867945952834674,39.44153514340161,Low,tenure_group_48+;Contract_One year;OnlineSecurity,-0.0778;-0.0439;-0.0366
1493-AMTIE,0.7187585127552183,1,20.2,14.51892195765541,174.22706349186493,High,tenure;TotalCharges;MonthlyCharges,0.4036;0.3371;0.1473
1112-CUNAO,0.7200836022188168,1,89.85,64.6995116593607,776.3941399123283,High,InternetService_Fiber optic;PaperlessBilling;MonthlyCharges,0.3009;-0.1422;0.0974
7571-YXDAD,0.8405744188029872,1,74.9,62.95902396834375,755.508287620125,High,tenure;InternetService_Fiber optic;TotalCharges,0.2713;0.2305;0.1567
8714-EUHJO,0.6642639728233013,1,91.15,60.54766112284392,726.571933474127,Medium,InternetService_Fiber optic;OnlineBackup;Dependents,0.3060;-0.0674;-0.0627
9040-KZVWO,0.25487019758998375,0,75.5,19.242699918043773,230.91239901652528,Low,Contract_One year;PaperlessBilling;InternetService_Fiber optic,-0.2060;-0.0488;0.0452
6713-OKOMC,0.3823945385773771,0,29.75,11.376237522676968,136.51485027212362,Low,OnlineSecurity;PaperlessBilling;gender_Male,-0.0866;-0.0293;-0.0118
8749-CLJXC,0.6120896062553584,1,20.05,12.272396605419935,147.26875926503922,Medium,tenure;TotalCharges;PaperlessBilling,0.2913;0.2497;-0.0768
4713-LZDRV,0.8895679439373261,1,79.6,70.80960833741115,849.7153000489338,High,tenure;InternetService_Fiber optic;TotalCharges,0.2510;0.1752;0.0862
6598-RFFVI,0.20422301558374023,0,19.3,3.9415042007661865,47.29805040919424,Low,Contract_One year;InternetService_No;MonthlyCharges,-0.2341;-0.1919;-0.1578
7470-MCQTK,0.4404830799806204,0,48.75,21.473550149055246,257.68260178866296,Medium,Partner;StreamingMovies;MonthlyCharges,-0.0725;0.0544;0.0281
5524-KHNJP,0.20425923918509553,0,74.75,15.26837812908589,183.2205375490307,Low,OnlineSecurity;StreamingMovies;PaperlessBilling,-0.0462;0.0371;-0.0314
1707-HABPF,0.27786428777080036,0,91.3,25.36900947347407,304.42811368168884,Low,Contract_One year;TotalCharges;tenure,-0.2592;-0.0524;-0.0327
4581-LNWUM,0.5945760163769193,1,49.15,29.22341120492558,350.68093445910694,Medium,PaymentMethod_Electronic check;tenure;TotalCharges,0.2195;0.1825;0.1160
9710-ZUSHQ,0.547797362367069,1,106.75,58.477368432684614,701.7284211922154,Medium,InternetService_Fiber optic;OnlineSecurity;StreamingMovies,0.2210;-0.1298;0.0571
1697-LYYYX,0.130551129113309,0,19.1,2.493526566064202,29.922318792770422,Low,Contract_One year;PaperlessBilling;InternetService_No,-0.2012;-0.0935;-0.0489
4013-GUXND,0.592179940453279,1,20.8,12.317342761428202,147.80811313713843,Medium,tenure;TotalCharges;PaperlessBilling,0.2786;0.2347;0.0413
5022-JNQEQ,0.765112763859912,1,75.85,58.033803138774324,696.4056376652919,High,InternetService_Fiber optic;tenure;TechSupport,0.2357;0.1227;-0.0466
4983-CCWMC,0.7451271649808838,1,69.6,51.86085068266951,622.3302081920341,High,InternetService_Fiber optic;tenure;TotalCharges,0.2093;0.1569;0.0800
6345-FZOQH,0.0028947553375494274,0,19.9,0.057605631217233604,0.6912675746068032,Low,Contract_Two year;InternetService_No;MonthlyCharges,-0.1447;-0.0578;-0.0546
0962-CQPWQ,0.003128602648455724,0,20.3,0.0635106337636512,0.7621276051638144,Low,Contract_Two year;InternetService_No;MonthlyCharges,-0.1806;-0.0411;-0.0351
5495-GPSRW,0.039923296346884365,0,19.7,0.7864889380336221,9.437867256403464,Low,Contract_Two year;InternetService_No;MonthlyCharges,-0.1195;-0.0754;-0.0662
2252-JHJGE,0.3901125204077538,0,104.0,40.57170212240639,486.8604254688767,Low,OnlineSecurity;PaymentMethod_Electronic check;InternetService_Fiber optic,-0.1697;0.1016;0.1001
7356-AYNJP,0.13930578242782315,0,23.9,3.3294082000249734,39.95289840029968,Low,InternetService_No;Contract_One year;MonthlyCharges,-0.3044;-0.1248;-0.1049
2019-HDCZY,0.23927384919525438,0,102.6,24.549496927433097,294.59396312919716,Low,Contract_Two year;PaymentMethod_Electronic check;PaperlessBilling,-0.3909;0.1000;-0.0929
8582-KRHPJ,0.20156297324991068,0,35.0,7.054704063746873,84.65644876496248,Low,OnlineSecurity;tenure;tenure_group_48+,-0.1091;-0.0725;-0.0504
2867-UIMSS,0.9288564407607474,1,80.5,74.77294348124016,897.275321774882,High,tenure;InternetService_Fiber optic;TotalCharges,0.2863;0.2177;0.1736
3487-EARAT,0.16020025331807602,0,74.1,11.870838770869433,142.4500652504332,Low,tenure_group_48+;tenure;StreamingMovies,-0.1244;-0.0700;0.0632
9926-PJHDQ,0.08869377074755964,0,76.8,6.8116815934125805,81.74017912095097,Low,Contract_Two year;tenure;TotalCharges,-0.1480;-0.0887;-0.0247
0289-IVARM,0.2858666802688734,0,60.55,17.309227490280286,207.71072988336343,Low,PaperlessBilling;PaymentMethod_Electronic check;DeviceProtection,-0.0383;0.0313;-0.0274
4672-FOTSD,0.4268148191819292,0,67.25,28.703296589984735,344.43955907981683,Medium,tenure;PaymentMethod_Electronic check;OnlineBackup,0.0944;0.0889;-0.0645
6198-PNNSZ,0.33604816188667436,0,109.8,36.89808817515684,442.7770581018821,Low,PaperlessBilling;InternetService_Fiber optic;MonthlyCharges,-0.0976;0.0886;0.0814
7603-USHJS,0.6977746009774098,1,73.75,51.460876822083975,617.5305218650077,Medium,InternetService_Fiber optic;tenure;Dependents,0.2928;0.0903;-0.0484
6784-XYJAE,0.14353836470225118,0,55.8,8.009440750385615,96.11328900462738,Low,Contract_One year;PaperlessBilling;PaymentMethod_Electronic check,-0.1329;-0.0467;0.0225
3858-XHYJO,0.36422111838046484,0,105.75,38.51638326873416,462.1965992248099,Low,Contract_One year;PaperlessBilling;InternetService_Fiber optic,-0.1756;-0.1061;0.1015
1087-UDSIH,0.28380635466988285,0,19.6,5.562604551529705,66.75125461835646,Low,InternetService_No;MonthlyCharges;tenure,-0.3108;-0.1726;0.0943
7251-LJBQN,0.41488652666039677,0,103.75,43.044477141016166,516.533725692194,Medium,Contract_One year;InternetService_Fiber optic;MonthlyCharges,-0.2433;0.1373;0.0908
3200-MNQTF,0.05106040930007153,0,70.9,3.6201830193750717,43.44219623250086,Low,Contract_Two year;tenure;MultipleLines,-0.0694;-0.0428;0.0218
9359-UGBTK,0.12368098590227446,0,72.35,8.948319330029555,107.37983196035466,Low,tenure_group_48+;tenure;StreamingMovies,-0.0587;-0.0578;0.0549
8160-HOWOX,0.5843947406376284,1,66.85,39.06678841162546,468.80146093950555,Medium,TotalCharges;tenure;MonthlyCharges,0.1179;0.1013;-0.0980
0258-NOKBL,0.7572854649455395,1,90.4,68.45860603107677,821.5032723729212,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.1810;0.1725;0.1144
2800-QQUSO,0.7766637468651293,1,100.3,77.89937381057247,934.7924857268697,High,InternetService_Fiber optic;MonthlyCharges;MultipleLines,0.3649;0.1416;0.1401
2129-ALKBS,0.10728803817810686,0,26.2,2.8109466002663996,33.731359203196796,Low,InternetService_No;MonthlyCharges;PaymentMethod_Electronic check,-0.2093;-0.1219;-0.0540
9972-VAFJJ,0.2517463415989188,0,94.0,23.664156110298364,283.9698733235804,Low,TechSupport;Contract_One year;TotalCharges,-0.1088;-0.0998;-0.0768
4693-VWVBO,0.4139181315055254,0,19.55,8.092099470933022,97.10519365119626,Medium,tenure;InternetService_No;PaymentMethod_Electronic check,0.1877;-0.1767;0.1197
6969-MVBAI,0.8828498437058657,1,90.1,79.5447709178985,954.537251014782,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.2669;0.1829;0.1257
4821-WQOYN,0.018795447623320232,0,20.1,0.3777884972287367,4.533461966744841,Low,Contract_Two year;MonthlyCharges;tenure,-0.2669;-0.0604;-0.0601
6769-DYBQN,0.5934664244509255,1,85.0,50.44464607832867,605.335752939944,Medium,InternetService_Fiber optic;SeniorCitizen;PaymentMethod_Electronic check,0.1978;0.0511;-0.0404
4018-PPNDW,0.019652604453736396,0,24.1,0.47362776733504725,5.683533208020567,Low,Contract_Two year;tenure;InternetService_No,-0.2412;-0.0810;-0.0442
6288-CHQJB,0.019943634203860906,0,69.95,1.3950572125600704,16.740686550720845,Low,Contract_Two year;TotalCharges;tenure,-0.1087;-0.0345;-0.0277
4905-JEFDW,0.5140286517267924,1,41.6,21.38359191183456,256.60310294201474,Medium,Contract_One year;tenure;PaymentMethod_Electronic check,-0.2099;0.1712;0.1602
0559-CKHUS,0.05180004777413957,0,19.55,1.0126909339844286,12.152291207813143,Low,Contract_Two year;InternetService_No;MonthlyCharges,-0.1324;-0.0952;-0.0463
2659-VXMWZ,0.2489137902572666,0,111.3,27.704104855633773,332.4492582676053,Low,tenure;TotalCharges;Dependents,-0.1335;-0.1049;-0.0969
6559-RAKOZ,0.4788576382653303,0,97.95,46.9041056680891,562.8492680170692,Medium,InternetService_Fiber optic;Contract_One year;MultipleLines,0.1396;-0.1297;0.1231
8809-XKHMD,0.09296488051315195,0,100.55,9.347618735597429,112.17142482716915,Low,Contract_Two year;tenure;OnlineBackup,-0.2271;-0.1784;-0.1123
6365-HITVU,0.004939677853221041,0,87.25,0.4309868926935358,5.171842712322429,Low,Contract_Two year;tenure;TotalCharges,-0.1975;-0.0821;-0.0480
0134-XWXCE,0.284931783703298,0,74.85,21.327144010191855,255.92572812230225,Low,SeniorCitizen;Contract_One year;gender_Male,0.0663;-0.0354;-0.0346
9720-JJJOR,0.19322864998528722,0,60.3,11.65168759411282,139.82025112935384,Low,OnlineSecurity;OnlineBackup;DeviceProtection,-0.0811;0.0467;0.0375
2782-LFZVW,0.48958002402042056,0,58.95,28.86074241600379,346.3289089920455,Medium,StreamingMovies;tenure;gender_Male,0.0544;0.0533;0.0422
6112-KTHFQ,0.1727447069195133,0,19.3,3.3339728435466065,40.00767412255928,Low,InternetService_No;MonthlyCharges;TotalCharges,-0.2058;-0.2033;-0.0802
9220-ZNKJI,0.12540461379770995,0,88.8,11.135929705236643,133.63115646283973,Low,Contract_Two year;InternetService_Fiber optic;tenure,-0.0648;-0.0592;-0.0513
9820-RMCQV,0.3415016328925866,0,48.55,16.57990427693508,198.95885132322093,Low,PaperlessBilling;OnlineSecurity;MonthlyCharges,-0.0853;-0.0341;0.0183
9013-AQORL,0.33095738049633633,0,45.55,15.07510868160812,180.90130417929743,Low,PaperlessBilling;Dependents;MonthlyCharges,-0.0724;-0.0538;0.0461
2040-OBMLJ,0.2506895105815296,0,81.7,20.48133301451097,245.77599617413165,Low,Contract_One year;TechSupport;InternetService_Fiber optic,-0.2157;-0.0303;0.0269
5574-NXZIU,0.29243322188189963,0,109.2,31.933707829503437,383.20449395404125,Low,InternetService_Fiber optic;MonthlyCharges;OnlineBackup,0.1493;0.1390;-0.0873
5446-DKWYW,0.1750450004886125,0,65.2,11.412934031857537,136.95520838229044,Low,PaymentMethod_Electronic check;Contract_One year;tenure,0.0750;-0.0696;-0.0527
0480-KYJVA,0.0026405429997906414,0,24.25,0.06403316774492306,0.7683980129390766,Low,Contract_Two year;InternetService_No;tenure,-0.1724;-0.0612;-0.0406
1074-AMIOH,0.310840102925364,0,108.25,33.64844114167065,403.78129370004785,Low,tenure_group_48+;InternetService_Fiber optic;TechSupport,-0.1180;0.1000;-0.0979
0015-UOCOJ,0.6627254347489313,1,48.2,31.943365954898486,383.32039145878184,Medium,PaymentMethod_Electronic check;TotalCharges;tenure,0.1828;0.1322;0.1294
0256-LTHVJ,0.6929574128467122,1,81.05,56.16419831122602,673.9703797347123,Medium,InternetService_Fiber optic;PaymentMethod_Electronic check;gender_Male,0.2751;0.0560;-0.0273
4547-LYTDD,0.6033262962981403,1,72.65,43.83165542605989,525.9798651127187,Medium,InternetService_Fiber optic;PaperlessBilling;PaymentMethod_Electronic check,0.1404;-0.1129;0.0757
1077-HUUJM,0.8268298426392172,1,71.05,58.74626031951638,704.9551238341966,High,InternetService_Fiber optic;tenure;TotalCharges,0.2410;0.1488;0.0585
2041-JIJCI,0.5331345921617265,1,64.0,34.1206138983505,409.447366780206,Medium,tenure;MonthlyCharges;OnlineBackup,0.1163;-0.1150;-0.0965
1555-HAPSU,0.0013396461637835116,0,23.9,0.032017543314425925,0.3842105197731111,Low,Contract_Two year;InternetService_No;tenure,-0.1843;-0.0610;-0.0415
4323-SADQS,0.5212577659344434,1,34.5,17.983392924738297,215.80071509685956,Medium,PaymentMethod_Electronic check;tenure;Dependents,0.1799;0.1339;-0.1141
3292-PBZEJ,0.8069201530842883,1,111.4,89.89090505358972,1078.6908606430766,High,InternetService_Fiber optic;tenure;MonthlyCharges,0.3636;0.1287;0.1215
